"1762754846900552174,""Wed Feb 28 08:30:45 +0000 2024"",""0"",""@jokowi Awalnya saat pakJokowi dielu2 dan Prabowo tampak ikut mengawal. Tapi Prabowo baru bisa eksis ketika KKN benar blak2an dan konglomerasi-oligarki mulai membelit istana lagi. Dlm kondisi sprti ini yg akan tampil kalau bukan pemberontak atau dedengkot KKN! Neo ORBA telah bangkit!"",""1762757218401960187"","""",""jokowi"",""in"",""Tangerang Selatan, Banten"",""0"",""0"",""0"",""https://x.com/FaqihSyahrir/status/1762757218401960187"",""1691078304651259904"",""FaqihSyahrir""";;;;
"1762690277872198036,""Wed Feb 28 08:30:30 +0000 2024"",""0"",""@PartaiSocmed @okkymadasari Dipecat tapi diperhalus ... Biar apa? Ya biar gak terkesan memalukan... Tinggal bicara gini aja susah amat .. lain klo dulu Prabowo secara jentel mengundurkan diri"",""1762757155600675057"","""",""PartaiSocmed"",""in"",""Sidoarjo, Indonesia"",""0"",""0"",""0"",""https://x.com/masiponk/status/1762757155600675057"",""237626381"",""masiponk""";;;;
"1762757064642965958,""Wed Feb 28 08:30:09 +0000 2024"",""1"",""Jokowi Beri Prabowo Bintang 4 Apa Sebutan untuk Pangkat TNI Bintang Satu hingga Lima? https://t.co/O8oGCa8c5C #TempoNasional"",""1762757064642965958"","""","""",""in"",""Indonesia"",""0"",""0"",""0"",""https://x.com/tempodotco/status/1762757064642965958"",""18129942"",""tempodotco""";;;;
"1762747199203709262,""Wed Feb 28 08:30:07 +0000 2024"",""0"",""@expiredrascal @prabowo LUCU AMATTT"",""1762757057105801343"","""",""expiredrascal"",""in"",""Bogor, Jawa Barat"",""0"",""0"",""0"",""https://x.com/capesedi/status/1762757057105801343"",""610647492"",""capesedi""";;;;
"1762507774267949198,""Wed Feb 28 08:29:57 +0000 2024"",""0"",""@H4T14K4LN4L42 @jokowi @prabowo Woooiii..itu pasar di pulang pisau terbakar. Bukan gedung bawaslu."",""1762757015477387594"","""",""H4T14K4LN4L42"",""in"",""Bogor, Jawa Barat"",""0"",""0"",""0"",""https://x.com/daninoedge/status/1762757015477387594"",""904713925014388736"",""daninoedge""";;;;
"1762652318082994666,""Wed Feb 28 08:29:54 +0000 2024"",""0"",""@kurawa @prabowo @jokowi Makin nambah cair boss"",""1762757000788934852"","""",""kurawa"",""in"","""",""0"",""0"",""0"",""https://x.com/JejeBoyz88/status/1762757000788934852"",""1450526430123597835"",""JejeBoyz88""";;;;
"1762756978114494761,""Wed Feb 28 08:29:48 +0000 2024"",""49"",""Sah Bintang ⭐⭐⭐⭐ Suasana penuh kebanggaan dan keharuan saat Presiden Joko Widodo menganugerahkan Pangkat Kehormatan kepada Menteri Pertahanan Prabowo Subianto dari Letnan Jenderal menjadi Jenderal Kehormatan Bintang Empat. Acara penyematan bintang 4 kepada Jenderal Prabowo https://t.co/QGWLsR7bxi"",""1762756978114494761"",""https://pbs.twimg.com/ext_tw_video_thumb/1762756882064904192/pu/img/aSKLpgPC-Pu3p72F.jpg"","""",""in"",""Kutub Utara"",""0"",""24"",""5"",""https://x.com/regmlar/status/1762756978114494761"",""15384446"",""regmlar""";;;;
"1762747610572767655,""Wed Feb 28 08:29:47 +0000 2024"",""0"",""@dayatpiliang Yaa prabowo boleh dapet bintang 4. Asal dikutuk dulu jadi candi di pajang depan hotel bintang 4"",""1762756973018435730"","""",""dayatpiliang"",""in"",""Kebon Jeruk Kingdom"",""0"",""0"",""0"",""https://x.com/kokokranych/status/1762756973018435730"",""1492223809"",""kokokranych""";;;;
"1762756957361016836,""Wed Feb 28 08:29:43 +0000 2024"",""0"",""Ingat ya fren ketika anggota KPPS tulus dalam tindakan dan semangat fitnah yang tidak adil cuma jadi omongan ngaco. #HakRakyatPILIHNYA02 DPRgakBERHAK PilihinPRESIDEN"",""1762756957361016836"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/prabowo_jateng/status/1762756957361016836"",""1710856054148640768"",""prabowo_jateng""";;;;
"1762756951333822667,""Wed Feb 28 08:29:42 +0000 2024"",""0"",""Info loker jadi pejabat mau ngerasain program kenaikan gaji dari prabowo"",""1762756951333822667"","""","""",""in"",""Somewhere"",""0"",""1"",""0"",""https://x.com/MAndrySN/status/1762756951333822667"",""99463264"",""MAndrySN""";;;;
"1762596852816601352,""Wed Feb 28 08:29:38 +0000 2024"",""0"",""@_krifpik @Kimberley_PS08 @mbienyambay2 Saya dulu gak respect sama pak @prabowo ketika kumpul dengan para Radikal.. Tapi semenjak beliau dihujat direndahkan dimaki dan bisa sabar serta menjadi diri beliau sendiri saya menjadi sangat mengagumi beliau.."",""1762756934925770830"","""",""_krifpik"",""in"","""",""0"",""1"",""0"",""https://x.com/PakDhe05061977/status/1762756934925770830"",""1443068630623682561"",""PakDhe05061977""";;;;
"1762756934875414775,""Wed Feb 28 08:29:38 +0000 2024"",""2"",""Sidem sentire teplok Cc @pln_123 @plnpurwokerto_ @ElangPSA03 @G336387 @kiwalipitu @DarsAlexandra1 @jokowi @dwija_pangarsa @prabowo https://t.co/euvUf3ACyv"",""1762756934875414775"",""https://pbs.twimg.com/media/GHaRwZvbEAAaWrX.jpg"","""",""in"","""",""0"",""1"",""0"",""https://x.com/SIBOCAH_BAJANG/status/1762756934875414775"",""1603556117509836800"",""SIBOCAH_BAJANG""";;;;
"1762723105213223403,""Wed Feb 28 08:29:34 +0000 2024"",""0"",""@emerson_yuntho @prabowo Hp nya udah di cash berbulan bulan cuma bisa 16% doang yah...Pantes Eror...Kemlinthi lagi"",""1762756918639263784"","""",""emerson_yuntho"",""in"",""Indonesia "",""0"",""0"",""0"",""https://x.com/CahKeren212/status/1762756918639263784"",""4780916052"",""CahKeren212""";;;;
"1762756918584766719,""Wed Feb 28 08:29:34 +0000 2024"",""0"",""Diberhentikan BODY LOTION Prabowo-Gibran DPRgakBERHAK PilihinPRESIDEN kitaygmilih bukandipilihkan Best Skill Rahajeng karina https://t.co/rU1iy7TogO"",""1762756918584766719"",""https://pbs.twimg.com/media/GHaSEvua4AARqNZ.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/fixbogbad80555/status/1762756918584766719"",""1748274203877605376"",""fixbogbad80555""";;;;
"1762707746468859999,""Wed Feb 28 08:29:29 +0000 2024"",""0"",""@NarasiNewsroom Mgkn hrsny Wiranto Agum Gumelar cs yg dituntut Krn selama ini nebar hoax menuduh Prabowo melakukan kejahatan HAM"",""1762756899559371039"","""",""NarasiNewsroom"",""in"","""",""0"",""0"",""0"",""https://x.com/mnuzultommy/status/1762756899559371039"",""1051727443168358401"",""mnuzultommy""";;;;
"1762507774267949198,""Wed Feb 28 08:29:28 +0000 2024"",""0"",""@H4T14K4LN4L42 @jokowi @prabowo Lg bikin film ya"",""1762756895260205498"","""",""H4T14K4LN4L42"",""in"","""",""0"",""0"",""0"",""https://x.com/agusYud62540639/status/1762756895260205498"",""1445185945385328640"",""agusYud62540639""";;;;
"1762685776704459175,""Wed Feb 28 08:29:22 +0000 2024"",""1"",""@sipolossan @Rizqifebrianto @edykhemod Siapa yang salah disini?. Tentu kaum mayoritas tnpa sadar mereka menyalahkan aksi kamisan yg mungkin asumsi mereka berkata aksi kamisan punya dendam pribadi . Mereka akan tetap mmpertahankan pendapat Prabowo tidak terlibat melainkan Wiranto."",""1762756867980447753"","""",""RuzainaTata"",""in"","""",""0"",""0"",""0"",""https://x.com/RuzainaTata/status/1762756867980447753"",""1745465677040029696"",""RuzainaTata""";;;;
"1762756858874638454,""Wed Feb 28 08:29:20 +0000 2024"",""0"",""Diberhentikan BODY LOTION Prabowo-Gibran DPRgakBERHAK PilihinPRESIDEN kitaygmilih bukandipilihkan Best Skill Rahajeng karina https://t.co/pMQuyoaLDW"",""1762756858874638454"",""https://pbs.twimg.com/media/GHaSBLTbgAEc8Um.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/hoebakh14067/status/1762756858874638454"",""1748275257918779392"",""hoebakh14067""";;;;
"1762406759787077806,""Wed Feb 28 08:29:15 +0000 2024"",""0"",""@gen_gibran Masyarakat percaya pada prabowo gibran"",""1762756837366186288"","""",""gen_gibran"",""in"","""",""0"",""0"",""0"",""https://x.com/alfonsopearsonn/status/1762756837366186288"",""1702366761163825153"",""alfonsopearsonn""";;;;
"1762756822229033094,""Wed Feb 28 08:29:11 +0000 2024"",""5"",""Prabowo pernah mengakui memburu para aktivis 1997/1998 akibat pergolakan politik. Kini Prabowo menyandang gelar Jenderal Kehormatan. https://t.co/xoc8KaEW18"",""1762756822229033094"","""","""",""in"",""Jakarta"",""0"",""0"",""0"",""https://x.com/kompascom/status/1762756822229033094"",""23343960"",""kompascom""";;;;
"1762678848972575074,""Wed Feb 28 08:27:32 +0000 2024"",""0"",""@hqrmes Sukses Pak Prabowo"",""1762756405600330085"","""",""hqrmes"",""in"",""Denpasar, Bali"",""0"",""1"",""0"",""https://x.com/ParvanehLove/status/1762756405600330085"",""1702935093701201920"",""ParvanehLove""";;;;
"1762747214345253114,""Wed Feb 28 08:27:21 +0000 2024"",""0"",""@heyshavvv Gak diragukan lagi"",""1762756360771600771"","""",""heyshavvv"",""in"",""Пряжинский район, Карелия респ"",""0"",""1"",""0"",""https://x.com/kelixmann/status/1762756360771600771"",""1425377301953277953"",""kelixmann""";;;;
"1762462388069269933,""Wed Feb 28 08:27:21 +0000 2024"",""0"",""@stinky_hoodie @ne0cryptowin @dghofur77 @PartaiSocmed adakah standar ganda komenan gua? kan cuma ngejelasin dulu prabowo dan keluarganya emng deket bgt sama US pas masih jadi lawan Jokowi cuma skrng posisinya beda. makanya cari tahu dulu blok emng fans 01 pada denial semua wkwkwk"",""1762756358867415451"","""",""stinky_hoodie"",""in"",""Rotterdam"",""0"",""1"",""0"",""https://x.com/zeydpm/status/1762756358867415451"",""1081162781322137601"",""zeydpm""";;;;
"1762733484999852401,""Wed Feb 28 08:27:10 +0000 2024"",""0"",""@vincentoddddd Pangkat prabowo"",""1762756315884167413"","""",""vincentoddddd"",""in"",""your mom's house"",""0"",""1"",""0"",""https://x.com/reinardstar/status/1762756315884167413"",""1216053606085840896"",""reinardstar""";;;;
"1762756311740285418,""Wed Feb 28 08:27:09 +0000 2024"",""0"",""Zulhas Pasang Target Kemenangan Besar Prabowo-Gibran di Jabar - detikNews https://t.co/ghTz8blrXi #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan"",""1762756311740285418"","""","""",""in"","""",""0"",""0"",""6"",""https://x.com/AzzrielAzaryahu/status/1762756311740285418"",""797615281455525888"",""AzzrielAzaryahu""";;;;
"1762756297370517744,""Wed Feb 28 08:27:06 +0000 2024"",""0"",""Zulhas Pasang Target Kemenangan Besar Prabowo-Gibran di Jabar - detikNews https://t.co/YSUJa8w0vS #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan"",""1762756297370517744"","""","""",""in"","""",""0"",""0"",""6"",""https://x.com/Herlina_Muachhh/status/1762756297370517744"",""772985986187825152"",""Herlina_Muachhh""";;;;
"1762709600254799878,""Wed Feb 28 08:27:02 +0000 2024"",""1"",""@IjoNisa @Bull_winner Mending dibaca postnya neo itu dulu adakah disitu dia bawa narasi kalo pencopotan prabowo secara tidak hormat?"",""1762756282623447205"","""",""IjoNisa"",""in"",""Malang, Indonesia"",""0"",""1"",""0"",""https://x.com/firdausy_87/status/1762756282623447205"",""371014700"",""firdausy_87""";;;;
"1762756278508827069,""Wed Feb 28 08:27:01 +0000 2024"",""0"",""Semakin Prabowo Hutang Budi ke Jokowi semakin aman jokowi di intervensi setelah pensiun sampai 5 tahun yg akan datang "",""1762756278508827069"","""","""",""in"",""Jepara, Indonesia"",""0"",""1"",""0"",""https://x.com/siiiuuu_7/status/1762756278508827069"",""550175606"",""siiiuuu_7""";;;;
"1762750214367310029,""Wed Feb 28 08:26:38 +0000 2024"",""0"",""@cuitcuap_ Setuju ketika dorong elite politik DPR lakukan intervensi yg telah dicoblos oleh rakyat itu sama saja meremehkan kedaulatan masyarakat. #HakRakyatPILIHNYA02 DPRgakBERHAK PilihinPRESIDEN https://t.co/Tu6cSK0Iv1"",""1762756179590271004"",""https://pbs.twimg.com/media/GHaRY2xasAA6069.jpg"",""cuitcuap_"",""in"","""",""0"",""0"",""0"",""https://x.com/Relawan_Desain/status/1762756179590271004"",""1713575671606456320"",""Relawan_Desain""";;;;
"1762750214367310029,""Wed Feb 28 08:26:34 +0000 2024"",""0"",""@cuitcuap_ Catet ya guys saat anggota KPPS ikhlas dlm bekerja dan semangat tuduhan yg tidak adil hanyalah omongan ngawur. #HakRakyatPILIHNYA02 DPRgakBERHAK PilihinPRESIDEN"",""1762756162880180446"","""",""cuitcuap_"",""in"","""",""0"",""0"",""0"",""https://x.com/Prabowo_Sulsel/status/1762756162880180446"",""1713575031069130752"",""Prabowo_Sulsel""";;;;
"1762337254587191791,""Wed Feb 28 08:23:52 +0000 2024"",""0"",""@partaimedsos45 Gua nge vote karena suka aja Prabowo"",""1762755483306504680"","""",""partaimedsos45"",""in"","""",""0"",""0"",""0"",""https://x.com/vanzketze53668/status/1762755483306504680"",""1693842090994683904"",""vanzketze53668""";;;;
"1762755472531292225,""Wed Feb 28 08:23:49 +0000 2024"",""7"",""Ya. Pernah pada masanya DKP itu diplesetkan jadi begini. Krn pada masanya DKP emang dikritik utk lindungi Prabowo dr pengadilan militer."",""1762755472531292225"","""","""",""in"",""Yogyakarta, Indonesia"",""0"",""0"",""4"",""https://x.com/GerpolekPlot/status/1762755472531292225"",""1743296485180198912"",""GerpolekPlot""";;;;
"1762373009627918512,""Wed Feb 28 08:23:44 +0000 2024"",""0"",""@msaid_didu prabowo aja ga bisa berdiri di atas kakinya sendiri apalagi Indonesia"",""1762755451073298715"","""",""msaid_didu"",""in"","""",""0"",""0"",""0"",""https://x.com/fajsat/status/1762755451073298715"",""1747294065199345664"",""fajsat""";;;;
"1762733958796894287,""Wed Feb 28 08:23:32 +0000 2024"",""0"",""@nunungmar1404 @Miduk17 Karena mereka paham situasi tahun 1998 Prabowo dikorbankan untuk menyelamat institusi ABRI dari perpecahan. Anak buah Prabowo yg dibawa ke Mahmil setelah menjalani hukuman mereka kembali ke kesatuan tidak ada yg dipecat."",""1762755399206473847"","""",""nunungmar1404"",""in"","""",""0"",""0"",""0"",""https://x.com/AGoeci/status/1762755399206473847"",""2881653068"",""AGoeci""";;;;
"1762753202435617086,""Wed Feb 28 08:23:19 +0000 2024"",""0"",""@hiYano Outback garang kitu warga oz gamau sering2 servis kaki2 "",""1762755345364173194"","""",""hiYano"",""in"",""Пряжинский район, Карелия респ"",""0"",""1"",""0"",""https://x.com/kelixmann/status/1762755345364173194"",""1425377301953277953"",""kelixmann""";;;;
"1762360680559317275,""Wed Feb 28 08:23:06 +0000 2024"",""0"",""@mimih6mei ga kaget deh kl misal nnti prabowo gibran menang soalnya dr survei2 sblmnya kan emg pasangan ini yg konsisten paling unggul"",""1762755291190599777"","""",""mimih6mei"",""in"","""",""0"",""0"",""0"",""https://x.com/RolandToska/status/1762755291190599777"",""623673319"",""RolandToska""";;;;
"1762685776704459175,""Wed Feb 28 08:22:59 +0000 2024"",""1"",""@sipolossan @Rizqifebrianto @edykhemod Bisa tanam pahala karena sudah ber ikhtiar untuk menyuarakan keadilan tapi tak didengar dengan alasan Prabowo tidak terlibat. Apa salahnya pemerintah ikut andil mendamaikan mereka tetapi yang terjadi sekarang adalah patriarki padahal katanya ingin tenggelam bersama rakyat"",""1762755261205491937"","""",""sipolossan"",""in"","""",""0"",""1"",""0"",""https://x.com/RuzainaTata/status/1762755261205491937"",""1745465677040029696"",""RuzainaTata""";;;;
"1762737278164865114,""Wed Feb 28 08:22:56 +0000 2024"",""0"",""@diischord prabowo gendut"",""1762755249000038538"","""",""bllitzkrieg"",""in"",""padjajaran’²⁵ "",""0"",""1"",""0"",""https://x.com/heeizou/status/1762755249000038538"",""1553901842186129408"",""heeizou""";;;;
"1762629787313717388,""Wed Feb 28 08:22:54 +0000 2024"",""0"",""@DayangIndah4 @jokowi @prabowo @ListyoSigitP @YaqutCQoumas Sombongnya... "",""1762755241228001516"","""",""DayangIndah4"",""in"","""",""0"",""0"",""0"",""https://x.com/PakDhe05061977/status/1762755241228001516"",""1443068630623682561"",""PakDhe05061977""";;;;
"1762477155735536103,""Wed Feb 28 08:22:54 +0000 2024"",""0"",""@msaid_didu Rakyat mana???? Hingga saat ini 80% rakyat puas dengan pemerintahan Jokowi 59% rakyat memilih Prabowo - Gibran sebagai presiden-wapres 2024-2029. Rakyat aman dan damai yg galau adalah Paslon capres cawapres bersama elite - elite pendukungnya."",""1762755239076090219"","""",""msaid_didu"",""in"","""",""0"",""0"",""0"",""https://x.com/JunangsiS/status/1762755239076090219"",""1631062800859815936"",""JunangsiS""";;;;
"1762755238883459582,""Wed Feb 28 08:22:54 +0000 2024"",""0"",""Pengamat Yakin AHY Kembali Jadi Menteri Saat Prabowo Presiden https://t.co/Y0INIwsJDi"",""1762755238883459582"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/AgustianiRevina/status/1762755238883459582"",""1215487305017724931"",""AgustianiRevina""";;;;
"1762679586465386997,""Wed Feb 28 08:22:49 +0000 2024"",""0"",""@Sherly0ctaviany Resmi! Jokowi Berikan Pangkat Jenderal Kehormatan pada Prabowo Subianto https://t.co/ELQNgCyzuk"",""1762755221674246415"","""",""Sherly0ctaviany"",""in"",""DKI Jakarta"",""0"",""0"",""0"",""https://x.com/requisitoire/status/1762755221674246415"",""567472100"",""requisitoire""";;;;
"1762702906984448116,""Wed Feb 28 08:22:47 +0000 2024"",""0"",""@SlavikSunda @memefess Yoi tapi spesifik lu ngarah ke prabowo edition 2014 s/d 2019"",""1762755212513804490"","""",""SlavikSunda"",""in"","""",""0"",""1"",""0"",""https://x.com/Anonnym77843904/status/1762755212513804490"",""1289796406945832960"",""Anonnym77843904""";;;;
"1762755163696320781,""Wed Feb 28 08:22:36 +0000 2024"",""0"",""PDIP Kritik Pemberian Gelar Jenderal Kehormatan untuk Prabowo: Bertentangan dengan Reformasi https://t.co/y2SUB5QcFf #News"",""1762755163696320781"","""","""",""in"",""Jakarta"",""0"",""0"",""0"",""https://x.com/liputan6dotcom/status/1762755163696320781"",""47596019"",""liputan6dotcom""";;;;
"1762755163260141704,""Wed Feb 28 08:22:35 +0000 2024"",""0"",""Satu Kubu Dukung Prabowo-Gibran Beda Nasib Suara Golkar dan Gerindra https://t.co/ztV50hlCe5"",""1762755163260141704"","""","""",""in"",""Jakarta"",""0"",""0"",""0"",""https://x.com/KATADATAcoid/status/1762755163260141704"",""552523769"",""KATADATAcoid""";;;;
"1762652318082994666,""Wed Feb 28 08:19:56 +0000 2024"",""0"",""@kurawa @prabowo @jokowi wikipedia yg nulis siapa? https://t.co/aYJS5WCQvk"",""1762754496210612291"",""https://pbs.twimg.com/media/GHaP3YpaoAA1pED.jpg"",""kurawa"",""in"","""",""0"",""0"",""0"",""https://x.com/akbar_doangan/status/1762754496210612291"",""3653485572"",""akbar_doangan""";;;;
"1762690277872198036,""Wed Feb 28 08:19:50 +0000 2024"",""6"",""@PartaiSocmed @Dragontall65984 @okkymadasari Ya masa di surat resmi mau mencantumkan diksi tidak hormat tetap ad penjagaan nama baik juga marwah terhadap Pak Prabowo sbg seorang Jendral."",""1762754470482776374"","""",""PartaiSocmed"",""in"","""",""0"",""1"",""0"",""https://x.com/AditiyaGilangF/status/1762754470482776374"",""938815513572052993"",""AditiyaGilangF""";;;;
"1762625106239766650,""Wed Feb 28 08:19:50 +0000 2024"",""0"",""@mlayungibrit @Bull_winner Pelantikan Jenderal Prabowo bikin netizen ANGKOT88 pada excited ada-ada aja nih!"",""1762754467425042782"","""",""mlayungibrit"",""in"","""",""0"",""0"",""0"",""https://x.com/ttamngan/status/1762754467425042782"",""1752705793248620544"",""ttamngan""";;;;
"1762719244066889738,""Wed Feb 28 08:19:44 +0000 2024"",""28"",""@Lumaera1 @anindyapningrum @tubirfess Klo pun benar saya yakin jg prabowo ga bakalan diam aj. Dia jg pasti udh menyiapkan strategu buat melawan itu. "",""1762754442141868313"","""",""Lumaera1"",""in"","""",""0"",""2"",""0"",""https://x.com/pale0481/status/1762754442141868313"",""1630711325293940736"",""pale0481""";;;;
"1762751673326547369,""Wed Feb 28 08:19:39 +0000 2024"",""0"",""@MuhammadAndi_12 Terus isi komennya gak sia-sia gue milih prabowo! Mereka rujuk gaisssssss. Selamat atas kesetiaannya damn~"",""1762754424546750785"","""",""MuhammadAndi_12"",""in"",""Special Region of Yogyakarta"",""0"",""1"",""0"",""https://x.com/lingganis/status/1762754424546750785"",""745212390"",""lingganis""";;;;
"1762719715993301262,""Wed Feb 28 08:19:35 +0000 2024"",""0"",""@alvitto99 @AlidoRicky Soal PSI masuk senayan atau tidak bukan dari opini anda tapi dari surat keputusan KPU. Nah surat resminya belum terbit tunggu saja. Soal dulu PSI lewat kader-kader terbaiknya pernah bersebrangan dengan Prabowo bahkan pernah memberi piagam pada Prabowo itu adalah bagian dari"",""1762754406813212702"","""",""alvitto99"",""in"",""Bali, Indonesia"",""0"",""4"",""0"",""https://x.com/DedynurPalakka/status/1762754406813212702"",""1003546165105704962"",""DedynurPalakka""";;;;
"1762455544009531604,""Wed Feb 28 08:19:25 +0000 2024"",""0"",""@NalarNatural @YRadianto LOL pelantikan Prabowo bikin ANGKOT88 jadi rusuh total!"",""1762754364530180322"","""",""NalarNatural"",""in"","""",""0"",""0"",""0"",""https://x.com/namcuongtr/status/1762754364530180322"",""1752701586542092289"",""namcuongtr""";;;;
"1762707175544345065,""Wed Feb 28 08:19:15 +0000 2024"",""1"",""@Miduk17 Alhamdulillah nama pak Prabowo di pulihan dan di tinggikan.."",""1762754322973290700"","""",""JhonSitorus_18"",""in"",""Medan Baru, Indonesia"",""0"",""0"",""0"",""https://x.com/Gelora_Iman/status/1762754322973290700"",""1692788353"",""Gelora_Iman""";;;;
"1762370978003493110,""Wed Feb 28 08:19:05 +0000 2024"",""0"",""@gen_gibran Pemilu kali ini memang sangat diluar dugaan sekali banyak yang gak disangka² menjadi kenyataan. Salah satunya Hasil suara Prabowo-Gibran yang benar-benar tinggi"",""1762754281822921185"","""",""gen_gibran"",""in"","""",""0"",""0"",""0"",""https://x.com/nandiny44/status/1762754281822921185"",""1724336990710386688"",""nandiny44""";;;;
"1762379677380096150,""Wed Feb 28 08:18:58 +0000 2024"",""0"",""@Chavesz08 @prabowo Kenapa nggak sekalian bintang lima ya"",""1762754250457948499"","""",""Chavesz08"",""in"","""",""0"",""0"",""0"",""https://x.com/ibashori/status/1762754250457948499"",""188232558"",""ibashori""";;;;
"1762360680559317275,""Wed Feb 28 08:18:49 +0000 2024"",""0"",""@mimih6mei masyarakat tuh udh percaya bgt sm Prabowo Gibran"",""1762754213220896999"","""",""mimih6mei"",""in"",""Tebet, Indonesia"",""0"",""0"",""0"",""https://x.com/dassyparamita/status/1762754213220896999"",""528440955"",""dassyparamita""";;;;
"475223376206626816,""Wed Feb 28 08:18:44 +0000 2024"",""0"",""@ulinyusron lagi pula apa sebab beliau diberhentikan ? kalau krn sebab politik maka politik itu tergantung dari sisi mana memandangnya saya amat mendukung terharu dan bangga atas dianugerahkannya pangkat Jendral bintang empat kpd Prabowo beliau amat pantas dan layak menerimanya."",""1762754191083319785"","""",""ulinyusron"",""in"","""",""0"",""0"",""0"",""https://x.com/wrahardian2/status/1762754191083319785"",""3248886918"",""wrahardian2""";;;;
"1762754177468424630,""Wed Feb 28 08:18:40 +0000 2024"",""0"",""Tak Hanya Prabowo Ini Sederet Tokoh Penerima Jenderal Kehormatan TNI https://t.co/sj36IJQzuw"",""1762754177468424630"","""","""",""in"",""Medan"",""0"",""0"",""0"",""https://x.com/WaspadaOnline/status/1762754177468424630"",""78596326"",""WaspadaOnline""";;;;
"1762689957679034647,""Wed Feb 28 08:17:06 +0000 2024"",""0"",""@neohistoria_id @prabowo @detikcom Substansi nya terbukti "",""1762753780649701497"","""",""neohistoria_id"",""in"",""DKI Jakarta, Indonesia"",""0"",""0"",""0"",""https://x.com/MasEsnan/status/1762753780649701497"",""911029413440925696"",""MasEsnan""";;;;
"1762707175544345065,""Wed Feb 28 08:17:01 +0000 2024"",""1"",""@Kay_038 @Miduk17 Kalau ga terbukti bwat apa prabowo kabur ke libanon untung bu mega baik di suruh balik prabowo"",""1762753762316468346"","""",""Kay_038"",""in"",""bdg"",""0"",""1"",""0"",""https://x.com/MuminTop/status/1762753762316468346"",""549071737"",""MuminTop""";;;;
"1762753757442670789,""Wed Feb 28 08:17:00 +0000 2024"",""0"",""Setelah jokowi vs pdip ketoke seru nek sesuk tiba2 jokowi vs prabowo"",""1762753757442670789"","""","""",""in"",""Selatan PJL 734 🚂"",""0"",""0"",""0"",""https://x.com/Hafidzul_Azmi/status/1762753757442670789"",""55794367"",""Hafidzul_Azmi""";;;;
"1762681649945542944,""Wed Feb 28 08:16:50 +0000 2024"",""0"",""@lysavana1 Selamat Jenderal (HOR) Prabowo Subianto https://t.co/K7bR3TjQdp"",""1762753712697860288"",""https://pbs.twimg.com/media/GHaO66ObAAA5Ecs.jpg"",""lysavana1"",""in"","""",""0"",""0"",""0"",""https://x.com/IWMawardi/status/1762753712697860288"",""1739747994"",""IWMawardi""";;;;
"1762753694016410033,""Wed Feb 28 08:16:45 +0000 2024"",""0"",""Makan Gratis Prabowo Butuh Susu Begini Kata Pengusaha - https://t.co/u2kz2cWOAm https://t.co/UqkY1FyF6A"",""1762753694016410033"",""https://pbs.twimg.com/media/GHaPJANbsAAoykt.jpg"","""",""in"",""Indonesia"",""1"",""0"",""0"",""https://x.com/kabarbursacom/status/1762753694016410033"",""1688678639477706758"",""kabarbursacom""";;;;
"1762753685459992650,""Wed Feb 28 08:16:43 +0000 2024"",""1"",""begitu gagahnya Presiden terpilih Prabowo Subianto. Selamat Bapak @prabowo Jenderal atas Pangkat Kehormatan Bintang 4 dari Presiden Jokowi. https://t.co/wbwtzapeKe"",""1762753685459992650"",""https://pbs.twimg.com/media/GHaO83LbgAAGbAc.jpg"","""",""in"",""Indonesia"",""0"",""0"",""0"",""https://x.com/gea_asa/status/1762753685459992650"",""147198181"",""gea_asa""";;;;
"1762752654055465012,""Wed Feb 28 08:16:43 +0000 2024"",""1"",""@brontolan kaya prabowo lu bron"",""1762753684579234061"","""",""brontolan"",""in"",""Dongo, Lombardia"",""0"",""0"",""1"",""https://x.com/_devalo/status/1762753684579234061"",""74095785"",""_devalo""";;;;
"1762709600254799878,""Wed Feb 28 08:16:41 +0000 2024"",""0"",""@Syahrul561070 @AfriansyahVico @Bull_winner Ya karena emang gak pernah diadili makanya gak mungkin ada dokumennya. Coba aja cari di google kenapa Pak Prabowo gak pernah diadili."",""1762753676605874548"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/4ristian_dng/status/1762753676605874548"",""1296230322464423936"",""4ristian_dng""";;;;
"1762753629860372545,""Wed Feb 28 08:16:30 +0000 2024"",""0"",""Diberhentikan BODY LOTION Prabowo-Gibran DPRgakBERHAK PilihinPRESIDEN kitaygmilih bukandipilihkan Best Skill Rahajeng karina https://t.co/PKNbGsagTz"",""1762753629860372545"",""https://pbs.twimg.com/media/GHaPFTQbcAAUQCU.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/fixbogbad80555/status/1762753629860372545"",""1748274203877605376"",""fixbogbad80555""";;;;
